Util Act Rep I,26.81,109.29,26.92,80,26.84,100.68,99.61%
Util Act Rep II,29.51,109,29.56,75.67,29.52,105.15,99.83%
Util Act Rep Supv II,36.3,107,36.3,59,36.3,87.8,100%
Util Act Rep Trne,21.2,5.11,21.03,3.71,21.13,4.5,100.78%
Util Constr Wkr,26.33,110.5,26.71,54.8,26.68,58.93,98.56%
Util Laborer,22.56,123.33,22.56,116.31,22.56,116.97,100%
Util Svc Inspector,34.74,179,34.74,105.33,34.74,123.75,100%
"Util Svc Inspector,Sr",37.35,98,37.35,114.5,37.35,109,100%
Util Svc Rep,31.25,78.36,32.07,98,31.47,83.6,97.44%
Victim Advocate,30.31,166.29,30.55,156.5,30.34,165.06,99.23%
Video Spec II,36.3,125.5,35.43,80.44,35.59,88.64,102.46%
Volunteer Prgms Coord,29.99,85.5,29.99,16,29.99,71.6,100%
Warehouser-BU,24.08,127.25,24.08,127.57,24.08,127.5,100%
"Warehouser,Chief",30.88,85.5,30.88,138.67,30.88,129,100%
"Warehouser,Sr-BU",26.42,104.42,26.4,118.95,26.41,113.5,100.06%
"Wtr Meter Repairer,Sr",27.67,183,27.67,146.5,27.67,158.67,100%
Wtr Pipe Wkr,30.18,193.5,30.18,95.56,30.18,102.81,100%
Wtr Pipe Wkr Sr-WDM II,33.64,85,33.64,67.15,33.64,69.45,100%
Wtr Pipe Wkr-WDM I,30.46,88,29.94,24.87,29.97,28.81,101.75%
Wtr Quality Anlyst,33.69,117,33.69,125.67,33.69,121.33,100%
"Wtr Quality Anlyst,Sr",36.3,125.5,36.3,57,36.3,102.67,100%
"Wtr Quality Anlyst,Supv",39.2,90,39.2,91,39.2,90.5,100%
"Wtr Syst Op,Sr",41.72,150,41.72,120,41.72,135,100%
Wtr Treatment CC,36.3,173,36.3,164,36.3,168.5,100%
Wtr Treatment Op-WDM I,28.22,88,27.52,61.67,27.8,72.2,102.56%
